raw_sentence,labels
"Benes ( 12-8 ) allowed three runs , walked three and struck out three for the win .","['B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Durham 8 .,"['B-ORG', 'O', 'O']"
"During his visit to Slovenia , Kwasniewski is also scheduled to meet Prime Minister Janez Drnovsek , representatives of Slovenian political parties and representatives of the Chamber of Economy .","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O']"
Stockport 3 0 1 2 0 2 1,"['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
But Enderle said the figure could have been even higher if Microsoft had done a better job of handling the huge demand for technical support from customers who were frustrated trying to install the system .,"['O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Issuer : Fairview Town,"['O', 'O', 'B-LOC', 'I-LOC']"
Sunderland 3 1 2 0 4 1 5,"['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
SOCCER - GERMAN FIRST DIVISION RESULTS / STANDINGS .,"['O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O']"
TORONTO 1996-08-24,"['B-LOC', 'O']"
6. Koerts 7,"['O', 'B-PER', 'O']"
"Kabul is controlled by President Burhanuddin Rabbani 's government , which Taleban is fighting to overthrow .","['B-LOC', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O']"
July 9 v Minor Counties XI,"['O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG']"
"12/15/2010 1,250M 5.15 5.15","['O', 'O', 'O', 'O']"
Current 400 million 329 million,"['O', 'O', 'O', 'O', 'O']"
The government also wants 10 percent of the property .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1. Torrance Zellner ( U.S. ) 48.23 seconds,"['O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O', 'O']"
It 's been 99 cents to Korea .,"['O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O']"
Bayern Munich 3 2 1 0 7 2 7,"['B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Atlanta Games silver medal winner Edwards has called on other leading athletes to take part in the Sarajevo meeting -- a goodwill gesture towards Bosnia as it recovers from the war in the Balkans -- two days after the grand prix final in Milan .,"['B-MISC', 'I-MISC', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O']"
The incident took place in the players ' tunnel after a European Champions ' League match on November 20 .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O']"
Their mother is Mrs. Camilla Alsop Wendell .,"['O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O']"
BRASILIA 1996-08-27,"['B-LOC', 'O']"
Halifax 22 10 1 11 667 576 21,"['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1. Dennis Mitchell ( U.S. ) 10.03 seconds,"['O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O', 'O']"
W L PCT GB,"['O', 'O', 'O', 'O']"
It is not known why China raised the issue .,"['O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O']"
"Several people were also wounded , it said .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Dr. and Mrs. Richard Peter Vieth announce the engagement of their daughter , Miss Susan Ann Vieth , to Mr. Conrad Wall 3 , , son of Dr. Conrad Wall 2 , , and Mrs. Nell Kennedy Wall .","['O', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O']"
Halftime 1-1 .,"['O', 'O', 'O']"
Results of Italian Cup second round,"['O', 'O', 'B-MISC', 'I-MISC', 'O', 'O']"
Patrick Rafter ( Australia ) beat 6 - MaliVai Washington ( U.S. ),"['B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O']"
J. Murray c Blewett b Warne 24,"['B-PER', 'I-PER', 'O', 'B-PER', 'O', 'B-PER', 'O']"
"Serbian officials have denied any abuses occurred during a 10-day registration period and the Bosnian Serbs , angry at the postponement of municipal elections , have threatened to hold local polls on their territory without the international community 's blessing .","['B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"China has been accused of a wide range of human rights abuses , often in violation of its own legal code , in an effort to silence dissent .","['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Pusan 0 2 0 3 3 2,"['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O']"
CESKA SPORITELNA 335.00 375.00 533153 198354.941,"['B-ORG', 'I-ORG', 'O', 'O', 'O', 'O']"
"But recently Ukraine has been losing its reputation as a breadbasket of Europe , earned in the years before brutal forced collectivisation under Soviet dictator Josef Stalin .","['O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'B-PER', 'I-PER', 'O']"
"MDS was founded in 1978 by a group led by Ahmed Mestiri , who withdrew from politics in 1992 .","['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
3. Derek Mills ( U.S. ) 45.48,"['O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O']"
3. Seguy 24,"['O', 'B-PER', 'O']"
"On Wednesday , the union demanded the resignation of the factory manager .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
AMERICAN LEAGUE,"['B-MISC', 'I-MISC']"
""" We hope to start international telephone business as soon as possible , "" a company official told Reuters .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O']"
Finals :,"['O', 'O']"
-- London Newsroom +44 171 542 7717,"['O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O']"
"The chairman of the local council , Damian Ejiohuo , said drugs had been rushed to the area to quell the disease and the community needed a safer source of drinking water to prevent future outbreaks .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
third and final test between England and Pakistan at The Oval on,"['O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'I-LOC', 'O']"
5 - Andrei Medvedev ( Ukraine ) beat Jonathan Stark ( U.S. ) 7-6,"['O', 'O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O']"
TEXAS 74 55 .574 -,"['B-ORG', 'O', 'O', 'O', 'O']"
Net 934 million 490 million 538 million,"['O', 'O', 'O', 'O', 'O', 'O', 'O']"
"He added that the OSCE was the only international body which has been allowed into the Chechnya to monitor the human rights situation there , but that its means were restricted by the fact that the conflict was a "" internal issue "" .","['O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Although officials decline to say just what each day 's "" news "" will be , the intent is to put a focus on Clinton himself and not just those attending the party 's convention .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
-- Sydney Newsroom 61-2 9373-1800,"['O', 'B-ORG', 'I-ORG', 'O', 'O']"
TORONTO 1996-08-21,"['B-LOC', 'O']"
"I 'm a thief of ideas , "" he said . ""","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Voting began on Sunday in north Lebanon in the second round of parliamentary elections with 580,000 voters eligible to choose 28 members of the 128-member parliament .","['O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
The last no-confidence debate against Banharn 's coalition in May was won by the government .,"['O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Primary iron output was 297,700 tonnes , 14.5 percent more than last July and 0.1 percent more than in June .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Ulker Spor ( Turkey ) 9 4 5 13,"['B-ORG', 'I-ORG', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O']"
( in billions of yen unless specified ),"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
FEATURE - Singapore sees prestige in hosting WTO .,"['O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'B-ORG', 'O']"
The 16-year-old who attended Sale Grammar School in the northern England city of Manchester died less than a day after becoming ill .,"['O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"The April arrests were announced shortly after a row in which Tehran asked Ankara to withdraw four Turkish diplomats accused of spying , and Turkey expelled four Iranian diplomats for their alleged links to killings of Iranian exiles .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O']"
"( Zimbabwe ) , Padraig Harrington ( Ireland ) , Pedro Linhart","['O', 'B-LOC', 'O', 'O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O', 'B-PER', 'I-PER']"
-- New York Commodities Desk +1 212 859 1640,"['O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O']"
"But the separatist command told Interfax news agency the patrols , part of the truce brokered by Lebed last week , would begin on Tuesday after delays for "" technical reasons "" .","['O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
The market was also waiting for Friday 's LME stock report which will include figures delayed from Tuesday because of the U.K. public holiday on Monday when the LME was closed .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O']"
Belarus beat Estonia 1-0 ( halftime 1-0 ) in a World Cup soccer European group 4 qualifier on Saturday .,"['B-LOC', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O']"
SOCCER - FRENCH FIRST DIVISION SUMMARY .,"['O', 'O', 'B-MISC', 'O', 'O', 'O', 'O']"
11. Heidi Zurbriggen ( Switzerland ) 1:49.65,"['O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O']"
Deborah Charles,"['B-PER', 'I-PER']"
"A hijacked Sudan Airways plane carrying 199 passengers and crew landed at Stansted airport just outside London early on Tuesday morning after flying from Cyprus , eyewitnesses said .","['O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O']"
ZURICH 1996-08-25,"['B-LOC', 'O']"
Women 's 400 metres,"['O', 'O', 'O', 'O']"
"The stories have been given to me by people . ""","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"But , in rejecting the offer , the Names would retain their rights to pursue litigation , he said .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Waugh .,"['B-PER', 'O']"
DETROIT 48 86 .358 26 1/2,"['B-ORG', 'O', 'O', 'O', 'O', 'O']"
"-- Dimitris Kontogiannis , Athens Newsroom +301 3311812-4","['O', 'B-PER', 'I-PER', 'O', 'B-ORG', 'I-ORG', 'O', 'O']"
"Bowling : Lewis 23-3-112-0 , Mullally 37.1-7-97-3 , Croft","['O', 'O', 'B-PER', 'O', 'O', 'B-PER', 'O', 'O', 'B-PER']"
SOCCER - ENGLISHMAN CHARLTON IS MADE AN HONORARY IRISHMAN .,"['O', 'O', 'B-MISC', 'B-PER', 'O', 'O', 'O', 'O', 'B-MISC', 'O']"
"Bremen 1,453 up 13.1","['B-LOC', 'O', 'O', 'O']"
Several hurdles must be overcome before the method is used in human trials .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
- 1 Tim Herron through 4,"['O', 'O', 'B-PER', 'I-PER', 'O', 'O']"
"CBOT rice futures closed higher on a technical bounce tied to signs the market was oversold , traders said .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"17-3-42-1 , Cork 7-1-38-0 , Salisbury 14-0-71-0","['O', 'O', 'B-PER', 'O', 'O', 'B-PER', 'O']"
Jet fuel stocks lowered as the aviation sector bought .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Tokyo Nikkei average -- 38,915.87 ( Dec 29/89 )","['B-LOC', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Edberg , who has said he will retire at season 's end , made it look easy under gray skies at the National Tennis Centre .","['B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'O']"
Pakistan were 473-6 at tea on the fourth day of the third and final test at The Oval on Sunday in reply to England 's 326 .,"['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O']"
""" Sarah , I told you this is the Democratic convention , "" he responded to his wife , who before the shooting had worked for two Republican congressmen and the Republican national party .","['O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O']"
"Geico Corp said it named two board members , W. Reid Thompson , chairman and the chief executive officer of Potomac Electric Power Company , and Norma Brown , major general US Air Force retired .","['B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O']"
The ICAC has kept a close eye on passport scams after a U.S. official was jailed for trafficking fake Honduran passports as part of an immigration racket aimed at Chinese .,"['O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O']"
England were 74 for no wicket in,"['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O']"
COLOMBO 1996-08-26,"['B-LOC', 'O']"
ROME 1996-12-06,"['B-LOC', 'O']"
"TV Globo said the Supreme Federal Tribunal ordered the arrest of Luciano Pessina , a political scientist who owns two Rio de Janeiro restaurants , based on an extradition request from the Italian government .","['B-ORG', 'I-ORG', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'I-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O']"
"Arch Petroleum Inc said Wednesday an exploratory well in Alberta 's Morinville area tested in excess of 1,100 barrels daily and will begin production immediately .","['B-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Michael Stich ( Germany ) beat Tommy Haas ( Germany ) 6-3 1-6 6-1 7-5,"['B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O']"
It noted that customers whose orders were not displayed lost the chance of getting the best possible price available in the market .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
NEC Nijmegen 3 0 2 1 2 5 2,"['B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
MINNESOTA AT UTAH,"['B-ORG', 'O', 'B-LOC']"
1. Sylvain Bouchard ( Canada ) 1 minute 16.24 seconds,"['O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O']"
Cincinnati 4 COLORADO 3,"['B-ORG', 'O', 'B-ORG', 'O']"
Bayer Leverkusen 0 Fortuna Duesseldorf 1 ( Seeliger 47th ) .,"['B-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'B-PER', 'O', 'O', 'O']"
Former European champions Marseille held French champions Auxerre to a goalless draw in a lacklustre league match on Tuesday .,"['O', 'B-MISC', 'O', 'B-ORG', 'O', 'B-MISC', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"and we will deal with such designs sternly , "" the prime minister said .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
These are the leading stories in the Angolan press on Friday .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O']"
Reading 2 1 0 1 3 5 3,"['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Boston has won seven of eight and is 20-6 since August 2nd .,"['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Patrick Rafter ( Australia ) beat 11 - Alberto Berasategui,"['B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER']"
Prime Minister Margaret Thatcher said on Thursday that Britain would not hesitate to use new powers contained in the Financial Services Act 1986 and the Banking Bill to retaliate against countries that do not offer reciprocal market access .,"['O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'I-MISC', 'I-MISC', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
The European Commission said on Thursday it disagreed with German advice to consumers to shun British lamb until scientists determine whether mad cow disease can be transmitted to sheep .,"['O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Mansfield 4 0 2 2 2 6 2,"['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
ST LOUIS 69 65 .515 2 1/2,"['B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O']"
"Millwall v Burnley , Notts County v York , Plymouth v Preston ,","['B-ORG', 'O', 'B-ORG', 'O', 'B-ORG', 'I-ORG', 'O', 'B-ORG', 'O', 'B-ORG', 'O', 'B-ORG', 'O']"
Sheffield United 2 0 1 1 4 5 1,"['B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Duessseldorf 31,347 down 4.4","['B-LOC', 'O', 'O', 'O']"
PRAGUE 1996-08-22,"['B-LOC', 'O']"
"3. France ( Laurent Gane , Florian Rousseau , Herve Thuet )","['O', 'B-LOC', 'O', 'B-PER', 'I-PER', 'O', 'B-PER', 'I-PER', 'O', 'B-PER', 'I-PER', 'O']"
17. Renate Goetschl ( Austria ) 1:18.98,"['O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O']"
2. Steve Brown ( U.S. ) 13.45,"['O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O']"
"Standings ( tabulated under played , won , drawn , lost , goals","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2. Patrick Sang ( Kenya ) 8:12.04,"['O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O']"
Barbara Rittner ( Germany ) beat Katarina Studenikova ( Slovakia ) 7-5 7-5,"['B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O', 'O']"
Kilmarnock 14 3 2 9 17 29 11,"['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Brann 7 Start 1,"['B-ORG', 'O', 'B-ORG', 'O']"
German shares shed some gains on profit-taking but nonetheless ended the floor session higher buoyed by demand for chemical stocks and a stable dollar .,"['B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
CRICKET - ENGLISH COUNTY CHAMPIONSHIP SCORES .,"['O', 'O', 'B-MISC', 'B-MISC', 'I-MISC', 'O', 'O']"
7. Oksana Ravllova ( Russia ) 1:25.55,"['O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O']"
"The nation 's new welfare reform law limits eligibility , gives states more power and ends direct federal aid for poor children .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"The club , founded in 1961 , has a loyal following in Taibe , an Arab town of 28,000 in the heart of Israel .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O']"
The longest wait to load on the West Coast was 13 days .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"A consortium led by Thailand 's Siam Commercial Bank Plc has secured at auction the right to sell two state agency bond issues worth a combined 3.73 billion baht , an official at the bank said on Thursday .","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
But Milwaukee tied it up in the bottom of the ninth on pinch-hitter Dave Nilsson 's two-run double .,"['O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O']"
His relations with a leftist-led government have sometimes been tense .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
All of us know about her .,"['O', 'O', 'O', 'O', 'O', 'O', 'O']"
CRICKET - ENGLISH COUNTY CHAMPIONSHIP RESULTS .,"['O', 'O', 'B-MISC', 'I-MISC', 'I-MISC', 'O', 'O']"
Sidi Kacem 0 Royal Armed Forces 0,"['B-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O']"
"Maybe it will be in single-digits , "" Wijffels told Reuters .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'B-ORG', 'O']"
"Latest M4 , currency reserves , industrial production data are provisional .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
SV Ried 6 1 1 4 6 9 4,"['B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Okazaki Tomomi ( Japan ) 41.19 ; 5 .,"['B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O']"
Pedro Diniz ( Brazil ) 1,"['B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O']"
